;Título;Subtítulo;Link
130;MPF recomenda que WhatsApp adie implementação da ferramenta 'Comunidades' no Brasil para janeiro de 2023;Em ofício enviado à empresa Meta, os procuradores de São Paulo afirmam que a ampliação dos grupos de mensagem no aplicativo vai facilitar a disseminação de mensagens falsas em período eleitoral e vai na contramão de medidas tomadas pela própria empresa contra o problema. ;https://g1.globo.com/sp/sao-paulo/noticia/2022/07/29/mpf-recomenda-que-whatsapp-adie-implementacao-da-ferramenta-comunidades-no-brasil-para-janeiro-de-2023.ghtml
131;Mark Zuckerberg perde US$ 3 bi em sua fortuna após Meta, dona do Facebook, divulgar balanço;Empresário acumula perda de US$ 65,6 bilhões de sua fortuna em 2022 e, em números absolutos, registra a queda mais acentuada, segundo a Bloomberg. Ele é agora a 19ª pessoa mais rica do mundo.;https://g1.globo.com/tecnologia/noticia/2022/07/28/mark-zuckerberg-perde-us-3-bi-em-sua-fortuna-apos-meta-dona-do-facebook-divulgar-balanco.ghtml
132;Instagram desiste de mostrar vídeos em tela cheia no feed, como faz o TikTok ;Rede social testava nova interface com alguns usuários desde maio, mas vai interromper planos nas próximas semanas. Plataforma também vai mostrar menos postagens de contas que não são seguidas pelos usuários;https://g1.globo.com/tecnologia/noticia/2022/07/28/instagram-desiste-de-deixar-feed-mais-parecido-com-o-do-tiktok.ghtml
133;Meta, dona do Facebook, tem queda no valor das ações após registrar 1º recuo no faturamento;No segundo trimestre de 2022, empresa teve redução de 1% no faturamento em relação ao mesmo período do ano passado. Expectativa anunciada para o terceiro trimestre ficou abaixo do que era esperado por analistas.;https://g1.globo.com/tecnologia/noticia/2022/07/28/meta-dona-do-facebook-queda-apos-registrar-1o-recuo-no-faturamento.ghtml
134;Justiça de SP nega liminar a homem que processou o Facebook para que ex-mulher excluísse fotos do casal ;No processo, o autor da ação alegou que passa por diversos constrangimentos e zombarias por parte de colegas, em virtude das publicações, que vem 'causando danos à sua honra, imagem e moral'. Juíza não viu motivo para remoção de fotos anteriores à separação.;https://g1.globo.com/sp/sao-paulo/noticia/2022/07/28/justica-de-sp-nega-liminar-a-homem-que-processou-o-facebook-para-que-ex-mulher-excluisse-fotos-do-casal.ghtml
135;Especialistas alertam sobre regras e exigência de pilotos experientes para drones;A veterinária Nathalia Guidi levou mais de 10 pontos no rosto após ser atingida por um aparelho durante um show musical em Brasília. Segundo a Anac, há 100 mil drones registrados no país – a maioria, para uso recreativo.;https://g1.globo.com/tecnologia/noticia/2022/07/28/especialistas-alertam-sobre-regras-e-exigencia-de-pilotos-experientes-para-drones.ghtml
136;Óculos 'falantes': como um dispositivo de inteligência artificial ajuda estudantes cegos no Brasil;"Orcam MyEye é uma tecnologia israelense que transforma textos em áudios e é importada para o país desde 2018; alunos de diferentes estados relatam como tiveram as rotinas mudadas. ";https://g1.globo.com/inovacao/noticia/2022/07/28/oculos-falantes-como-um-dispositivo-de-inteligencia-artificial-ajuda-estudantes-cegos-no-brasil.ghtml
137;Facebook perde 2 milhões de usuários mensais, e Meta tem 1ª queda no faturamento;Rede social registrou queda de 11 milhões de usuários na Europa, mas resultado foi amenizado por conta de crescimentos em outras regiões. ;https://g1.globo.com/tecnologia/noticia/2022/07/27/facebook-perde-2-milhoes-de-usuarios-mensais-e-tem-1a-queda-no-faturamento.ghtml
138;Órgão dos EUA tenta impedir que Facebook compre empresa de realidade virtual Within;Regulador antimonopólio afirma que negociação deve garantir controle da gigante de tecnologia no mercado de aplicativos de fitness dedicados à realidade virtual;https://g1.globo.com/tecnologia/noticia/2022/07/27/regulador-antimonopolio-tenta-impedir-facebook-empresa-realidade-virtual.ghtml
139;Noivos reclamam de instabilidade no site iCasei há mais de 40 horas;"Plataforma digital que ajuda a organizar casamentos está fora do ar desde segunda-feira (25); empresa não tem previsão de retorno, mas garante que dados dos usuários estão seguros.";https://g1.globo.com/tecnologia/noticia/2022/07/27/noivos-reclamam-de-instabilidade-no-site-icasei-ha-mais-de-40-horas.ghtml
140;São Paulo, Rio, Curitiba, Salvador e Goiânia devem ser as próximas capitais com 5G, mas ainda sem data definida, diz Anatel;Sinal da nova geração da internet já está funcionando em Brasília e vai começar a operar, nesta sexta (29), em Belo Horizonte, João Pessoa e Porto Alegre.  ;https://g1.globo.com/tecnologia/noticia/2022/07/27/sao-paulo-rio-curitiba-e-goiania-devem-ser-as-proximas-capitais-com-5g-mas-ainda-sem-data-definida-diz-anatel.ghtml
141;"Anatel autoriza liberação do sinal de internet 5G em Porto Alegre; início para clientes deve ocorrer sexta";Após deliberação, na manhã desta quarta (27), Grupo de Acompanhamento da Implantação das Soluções para os Problemas de Interferência autorizou serviço na faixa de 3.625 a 3.700 MHz. Início para os clientes, porém, deve ocorrer só na sexta (29).;https://g1.globo.com/rs/rio-grande-do-sul/noticia/2022/07/27/anatel-autoriza-liberacao-do-sinal-de-internet-5g-em-porto-alegre.ghtml
142;"SpaceX e Amazon podem ganhar nova concorrente de internet via satélite; entenda a disputa entre as empresas ";Francesa Eutelsat e britânica OneWeb negociam fusão para criar líder global em conectividade. Objetivo é se fortalecer frente às companhias de Elon Musk e Jeff Bezos na corrida por constelações com milhares de pequenos satélites que oferecem banda larga para regiões pouco atendidas.;https://g1.globo.com/inovacao/noticia/2022/07/27/spacex-e-amazon-podem-ganhar-nova-concorrente-de-internet-via-satelite-entenda-a-disputa-entre-as-empresas.ghtml
143;Kylie Jenner e Kim Kardashian criticam mudanças no Instagram: 'Pare de tentar ser o TikTok';Influenciadoras compartilharam postagem que pede para a rede social voltar a se concentrar em fotos. Em 2018, crítica de Kylie foi apontada como uma das causas para tombo no valor de mercado do Snapchat.;https://g1.globo.com/tecnologia/noticia/2022/07/26/pare-de-tentar-ser-o-tiktok-mudancas-no-instagram-sao-criticadas-por-kim-kardashian-e-kylie-jenner.ghtml
144;"Meta premia filtros de Instagram criados por pessoas negras em programa de diversidade; veja os vencedores";Segundo a empresa, objetivo é garantir equidade e inclusão na criação de ferramentas de realidade aumentada, incluindo o metaverso. Os 10 ganhadores receberão bolsa de estudos e equipamentos para seguirem trabalhando no segmento.;https://g1.globo.com/tecnologia/noticia/2022/07/26/meta-premia-filtros-de-instagram-criados-por-pessoas-negras-em-programa-de-diversidade-veja-os-vencedores.ghtml
145;Meta premia filtros de Instagram criados por pessoas negras em programa de diversidade;Segundo a empresa, objetivo é garantir equidade e inclusão na criação de ferramentas de realidade aumentada, incluindo o metaverso.;https://g1.globo.com/economia/tecnologia/video/meta-premia-filtros-de-instagram-criados-por-pessoas-negras-em-programa-de-diversidade-10791125.ghtml
146;5G começa a operar nesta sexta-feira em Belo Horizonte, João Pessoa e Porto Alegre, diz Anatel;"Primeira cidade a receber foi Brasília; 5G oferece mais velocidade para baixar e enviar arquivo, redução do tempo de resposta e conexão estável. Capitais devem ter sinal até fim de setembro.";https://g1.globo.com/tecnologia/noticia/2022/07/25/5g-comeca-a-operar-nesta-sexta-feira-em-belo-horizonte-joao-pessoa-e-porto-alegre-diz-anatel.ghtml
147;Elon Musk nega que tenha tido um caso com mulher de cofundador do Google, Sergey Brin;"Por meio de publicação no Twitter, o bilionário chamou a afirmação, feita pelo Wall Street Journal, de ""besteira total"". ";https://g1.globo.com/economia/tecnologia/noticia/2022/07/25/elon-musk-nega-que-tenha-tido-um-caso-com-mulher-de-cofundador-do-google-sergey-brin.ghtml
148;Ouro ilegal do Brasil é ligado a refinador italiano e a big techs, mostram documentos;Polícia Federal alega que um refinador italiano comprou ouro de uma empresa que o adquire ilegalmente na região da floresta amazônica.;https://g1.globo.com/tecnologia/noticia/2022/07/25/ouro-ilegal-do-brasil-e-ligado-a-refinador-italiano-e-a-big-techs-mostram-documentos.ghtml
149;Conheça o Beluga, avião cargueiro que se parece com uma baleia;O Beluga ST e o Beluga XL são dois modelos de aeronaves da Airbus que estão entre as maiores do mundo.;https://g1.globo.com/economia/tecnologia/noticia/2022/07/24/conheca-o-beluga-aviao-de-transporte-que-parece-uma-baleia.ghtml
150;Quem é o engenheiro demitido pelo Google por dizer que programa de Inteligência Artificial tem consciência;"Blake Lemoine trabalhava há sete anos na empresa. Nas redes sociais, o engenheiro compartilhou artigo em que diz que poderia ser demitido logo por ""fazer trabalho ético"" com Inteligência Artificial.";https://g1.globo.com/tecnologia/noticia/2022/07/24/quem-e-o-engenheiro-demitido-pelo-google-por-dizer-que-programa-de-inteligencia-artificial-tem-consciencia.ghtml
151;Google demite engenheiro por ter dito que programa de Inteligência Artificial da empresa tem consciência;"Companhia já tinha afastado Blake Lemoine no mês passado. Gigante de tecnologia afirma que ele violou políticas internas e que considera suas alegações ""totalmente infundadas"".";https://g1.globo.com/tecnologia/noticia/2022/07/23/google-demite-engenheiro-por-ter-dito-que-programa-de-inteligencia-artificial-da-empresa-tem-consciencia.ghtml
152;Sabe tudo sobre o significado dos emojis? Faça o teste e descubra;As carinhas usadas em mensagens na internet podem ser interpretadas de mais de uma maneira. Confira se você sabe o que algumas delas representam.;https://g1.globo.com/tecnologia/quiz/sabe-tudo-sobre-o-significado-dos-emojis-faca-o-teste-e-descubra.ghtml
153;Na luta contra Musk, Twitter registra prejuízo trimestral de US$ 270 milhões;Em contrapartida, o número de usuários ativos diários aumentou 16,6% (237,8 milhões) em comparação com o mesmo período do ano anterior.;https://g1.globo.com/tecnologia/noticia/2022/07/22/na-luta-contra-musk-twitter-registra-prejuizo-trimestral-de-us-270-milhoes.ghtml
154;YouTube anuncia medidas contra desinformação sobre o aborto;Plataforma vai remover conteúdos que instrua sobre métodos inseguros de aborto ou promova falsas alegações sobre os perigos do aborto.;https://g1.globo.com/tecnologia/noticia/2022/07/21/youtube-anuncia-medidas-contra-desinformacao-sobre-o-aborto.ghtml
155;Facebook muda tela inicial para mostrar mais conteúdos que os usuários não seguem ;Atualização faz a rede social ficar mais parecida com o TikTok, que recomenda novos vídeos para os usuários na página principal. Postagens de amigos, grupos e páginas seguidas pelos usuários ficarão em uma nova aba.;https://g1.globo.com/tecnologia/noticia/2022/07/21/facebook-muda-tela-inicial-para-mostrar-mais-conteudos-que-os-usuarios-nao-seguem.ghtml
156;YouTube mantém vídeo de ataque às urnas eletrônicas feito por Bolsonaro em encontro com embaixadores;"Plataforma havia retirado do ar outro conteúdo com ataque similar feito pelo presidente em 2021; desta vez, a empresa alega que não foram encontradas violações às políticas de comunidade no vídeo desta segunda-feira (18).";https://g1.globo.com/tecnologia/noticia/2022/07/21/youtube-mantem-video-de-ataque-as-urnas-eletronicas-feito-por-bolsonaro-em-encontro-com-embaixadores.ghtml
157;Veja lista de quem mais paga anúncio político no Google;Plataforma recebeu R$ 1,34 milhão em publicidade ligada à política desde novembro de 2021. Divulgação ocorre após acordo de maior transparência com a Justiça Eleitoral.;https://g1.globo.com/politica/eleicoes/2022/noticia/2022/07/21/veja-lista-de-quem-mais-paga-anuncio-politico-no-google.ghtml
158;"WhatsApp libera novas reações em mensagens; veja como usar";Aplicativo só oferecia seis opções de emojis para usuários reagirem em mensagens. Agora, é possível escolher entre mais de 3.600 itens.;https://g1.globo.com/tecnologia/noticia/2022/07/20/whatsapp-libera-novas-reacoes-em-mensagens-veja-como-usar.ghtml
159;Google lança app de carteira digital no Brasil que permite salvar cartões e comprovante de vacinação;Carteira do Google (ou Wallet, como é conhecido em outros países) também pode ser usado para armazenar bilhetes de transporte e ingressos para eventos.;https://g1.globo.com/tecnologia/noticia/2022/07/20/google-lanca-app-de-carteira-digital-no-brasil-que-permite-salvar-cartoes-e-comprovante-de-vacinacao.ghtml
160;A série que deixou Netflix 'aliviada' por perder só 1 milhão de assinantes;Sucesso da quarta temporada de 'Stranger Things' ajudou serviço de streaming a reduzir êxodo de telespectores, mas aumento de preços, compartilhamento de senhas e concorrência são desafio para a empresa.;https://g1.globo.com/tecnologia/noticia/2022/07/20/a-serie-que-deixou-netflix-aliviada-por-perder-so-1-milhao-de-assinantes.ghtml
161;Twitter cria aba sobre eleições no Brasil com informações e serviços do TSE;Plataforma reunirá publicações feitar por fontes confiáveis, como a Justiça Eleitoral, jornalistas e especialistas. Etiqueta identificará conteúdo com desinformação.;https://g1.globo.com/politica/eleicoes/2022/noticia/2022/07/20/twitter-cria-aba-sobre-eleicoes-no-brasil-com-informacoes-e-servicos-do-tse.ghtml
162;Netflix perde 970 mil assinantes, mas espera voltar ao crescimento no 3º trimestre;Resultado marca a segunda queda consecutiva de assinantes da plataforma de streaming, mas evitou a pior projeção. Em abril, a empresa anunciou que esperava perder 2 milhões de clientes no segundo trimestre.;https://g1.globo.com/tecnologia/noticia/2022/07/19/netflix-perde-970-mil-assinantes-mas-espera-voltar-ao-crescimento-no-3o-trimestre.ghtml
163;Justiça decide que julgamento de processo contra Musk por desistir de comprar Twitter será em outubro;Twitter entrou com ação para garantir que a comprar da rede social permaneça em vigor. Bilionário desistiu do acordo e chegou a pedir para que o julgamento fosse em fevereiro de 2023.;https://g1.globo.com/tecnologia/noticia/2022/07/19/justica-decide-que-julgamento-de-processo-contra-musk-por-desistir-de-comprar-twitter-sera-em-outubro.ghtml
164;YouTube remove live de Bolsonaro com notícias falsas sobre urnas eletrônicas;Plataforma diz que tira do ar conteúdo com alegações falsas sobre urnas desde março deste ano: 'Esse é um dos exemplos do que não permitimos de acordo com nossa política contra desinformação em eleições'.;https://g1.globo.com/tecnologia/noticia/2022/07/19/youtube-remove-live-de-bolsonaro-com-noticias-falsas-sobre-urnas-eletronicas.ghtml
165;"Entenda por que o Twitter está processando Elon Musk; batalha judicial começa nesta terça-feira";"Primeira audiência será nesta terça-feira (19); Justiça dos Estados Unidos ouvirá os argumentos da rede social a favor de um julgamento em setembro contra o bilionário. Empresa pede julgamento para garantir que o financiamento do acordo permaneça em vigor. ";https://g1.globo.com/tecnologia/noticia/2022/07/19/entenda-por-que-o-twitter-esta-processando-elon-musk-batalha-judicial-comeca-nesta-terca-feira.ghtml
166;Dois meses após anúncio de Bolsonaro e Musk, nenhuma parceria foi fechada, diz governo;Presidente e empresário se encontraram para discutir acordo para levar internet a escolas na zona rural e monitorar a Amazônia. Viagem custou mais de R$ 90 mil só em diárias e passagens.;https://g1.globo.com/sp/sorocaba-jundiai/noticia/2022/07/19/dois-meses-apos-anuncio-de-bolsonaro-e-musk-nenhuma-parceria-foi-fechada-diz-governo.ghtml
167;Twitter acusa Musk de tentar atrasar compra da rede social e pede que julgamento não seja adiado;Empresa pede julgamento em setembro para garantir que o financiamento do acordo permaneça em vigor. ;https://g1.globo.com/tecnologia/noticia/2022/07/18/twitter-acusa-musk-de-tentar-atrasar-compra-da-rede-social-e-pede-que-julgamento-nao-seja-adiado.ghtml
168;Netflix expande cobrança extra por senha compartilhada para Argentina e mais 4 países;Pagamento pelo uso de mesma assinatura em mais de uma casa já estava sendo aplicado no Chile, na Costa Rica e no Peru.;https://g1.globo.com/tecnologia/noticia/2022/07/18/netflix-expande-cobranca-extra-por-senha-compartilhada-para-argentina-e-mais-4-paises.ghtml
169;Governo dos EUA rastreia cidadãos por localização de celulares, afirma ONG de direitos civis;"União Americana pelas Liberdades Civis diz que o volume de informação confidencial ao qual o Departamento de Segurança Nacional do país teve acesso é ""assombroso"".";https://g1.globo.com/tecnologia/noticia/2022/07/18/governo-dos-eua-rastreia-cidadaos-por-localizacao-de-celulares-afirma-aclu.ghtml
170;Rússia aplica multa equivalente a R$ 1,9 bilhão contra o Google por falhas na remoção de conteúdo;Tribunal decidiu contra a empresa por falhas repetidas na remoção de conteúdo considerado ilegal pelo governo. Companhia pode recorrer da decisão.;https://g1.globo.com/tecnologia/noticia/2022/07/18/russia-aplica-multa-equivalente-a-r-19-bilhao-contra-o-google-por-falhas-na-remocao-de-conteudo.ghtml
171;Snapchat libera acesso no computador para quem usa versão paga;Versão web da rede social permite enviar mensagens, tirar fotos e fazer chamadas de vídeo pelo computador. Recursos estão disponíveis para quem tem plano de assinatura, que ainda não foi liberado no Brasil.;https://g1.globo.com/tecnologia/noticia/2022/07/18/snapchat-libera-acesso-no-computador-para-quem-usa-versao-paga.ghtml
172;Emoji de carinha derretendo é eleito o mais representativo de 2022;No Dia Mundial do Emoji, internautas escolheram qual é o melhor símbolo para o ano até aqui. Vencedor superou carinha segurando lágrimas na final.;https://g1.globo.com/economia/tecnologia/noticia/2022/07/18/emoji-de-carinha-derretendo-e-eleito-o-mais-representativo-de-2022.ghtml
173;Bar aceita cripto e reproduz ambiente do metaverso com NFT e realidade virtual;Em São Paulo, o empresário Natan Lima viu uma oportunidade neste hype do metaverso e inaugurou em 25 de junho um bar temático na zona norte. ;https://g1.globo.com/economia/noticia/2022/07/16/bar-aceita-cripto-e-reproduz-ambiente-do-metaverso-com-nft-e-realidade-virtual.ghtml
174;Ruído branco: as pessoas que ganham dinheiro gravando sons como de chuva e máquina de lavar;Produzir clipes e podcasts de som ambiente que ajudam os ouvintes a se concentrar, relaxar ou dormir se tornou um negócio lucrativo.;https://g1.globo.com/tecnologia/noticia/2022/07/15/ruido-branco-as-pessoas-que-ganham-dinheiro-gravando-sons-como-de-chuva-e-maquina-de-lavar.ghtml
175;Diretor global de segurança do TikTok deixará cargo;Roland Cloutier diz que decisão acompanhou mudanças recentes nas equipes de segurança do TikTok, que pertence à empresa chinesa ByteDance e está enfrentando crescente investigação dos reguladores norte-americanos sobre o uso de dados pessoais.;https://g1.globo.com/tecnologia/noticia/2022/07/15/diretor-global-de-seguranca-do-tiktok-deixara-cargo.ghtml
176;Juíza marca primeira audiência em processo do Twitter contra Musk;Sessão será usada para ouvir argumentos favoráveis à realização do julgamento em setembro, enquanto bilionário pede que caso seja analisado em setembro de 2023. Empresa quer forçá-lo a cumprir acordo de compra da rede social.;https://g1.globo.com/tecnologia/noticia/2022/07/15/juiza-marca-primeira-audiencia-em-processo-do-twitter-contra-musk.ghtml
177;Arquivos da CIA: quem é Joshua Schulte, hacker condenado por um dos maiores vazamentos da história;Schulte havia sido contratado como hacker pela agência de inteligência americana quando tinha apenas 21 anos e desenvolveu um software de espionagem.;https://g1.globo.com/mundo/noticia/2022/07/15/arquivos-da-cia-quem-e-joshua-schulte-hacker-condenado-por-um-dos-maiores-vazamentos-da-historia.ghtml
178;Moraes manda canal no Telegram excluir vídeo manipulado com fake news contra Ciro Gomes;Arquivo divulgado em grupo bolsonarista apresenta diálogo falso entre pré-candidato ao Planalto pelo PDT e suposto chefe de facção. Manutenção no ar gerará multa diária de R$ 10 mil.;https://g1.globo.com/politica/eleicoes/2022/noticia/2022/07/14/moraes-manda-canal-no-telegram-excluir-video-manipulado-com-fake-news-contra-ciro-gomes.ghtml
179;Instagram diz que está trabalhando para corrigir erro que faz aplicativo fechar sozinho;Plataforma começou a apresentar falha para algumas pessoas por volta das 17h20.;https://g1.globo.com/tecnologia/noticia/2022/07/14/instagram-apresenta-instabilidade-nesta-quinta-feira.ghtml
180;Facebook testa opção para usuários terem até cinco perfis ligados a uma conta;Mudança deve permitir que usuários tenham um perfil para amigos pessoais e outro para colegas de trabalho, por exemplo. Teste será feito com alguns usuários de países selecionados, mas não inclui o Brasil.;https://g1.globo.com/tecnologia/noticia/2022/07/14/facebook-testa-opcao-para-usuarios-terem-ate-cinco-perfis-ligados-a-uma-conta.ghtml
181;Bill Gates planeja doar quase toda a fortuna para sua fundação;Bilionário admitiu deixar a lista dos mais ricos do mundo com transferência do patrimônio. Ele afirmou que vai transferir US$ 20 bilhões ainda este mês para a entidade criada com a ex-mulher.;https://g1.globo.com/tecnologia/noticia/2022/07/14/bill-gates-doara-us-20-milhoes-para-aumentar-despesas-de-sua-fundacao.ghtml
182;"Comitê Olímpico do Brasil e outros perfis ironizam queda do Twitter com memes; veja reações";"Rede social apresentou falha por cerca de 1 hora na manhã desta quinta-feira (14). Problema ocorreu em diversos países; empresa diz que está verificando o que houve. ";https://g1.globo.com/tecnologia/noticia/2022/07/14/fifa-comite-olimpico-do-brasil-e-outros-perfis-ironizam-queda-do-twitter-com-memes-veja-reacoes.ghtml
183;Twitter volta ao ar após instabilidade, segundo usuários;"Rede social apresentou falha por cerca de 1 hora nesta quinta-feira (14), de acordo com relatos. Problema ocorreu em diversos países; empresa diz que está verificando o que houve. ";https://g1.globo.com/tecnologia/noticia/2022/07/14/usuarios-relatam-instabilidade-do-twitter-nesta-quinta-feira.ghtml
184;Burro, ganso e 'toca aqui': veja os emojis que serão liberados em breve;Pacote inclui novos animais, alimentos e objetos na lista de ícones que poderão ser usados em conversas na internet. Novos emojis serão lançados em setembro por entidade que padroniza os desenhos.;https://g1.globo.com/tecnologia/noticia/2022/07/14/burro-ganso-e-toca-aqui-veja-os-emojis-que-serao-liberados-em-breve.ghtml
185;Netflix e Microsoft fecham parceria para oferta de assinatura streaming apoiada por anúncios e mais barata;Em abril, a empresa havia anunciado produtos nesse modelo, além dos planos básicos, padrão e premium sem anúncios.;https://g1.globo.com/tecnologia/noticia/2022/07/13/netflix-e-microsoft-fecham-parceria-para-oferta-de-assinatura-streaming-apoiada-por-anuncios-e-mais-barata.ghtml
186;Dona do Google reduzirá contratações no 2º semestre;Anúncio alinha a empresa com outras do setor de tecnologia, incluindo Uber e Twitter, e ocorre um dia após a Microsoft anunciar cortes.;https://g1.globo.com/tecnologia/noticia/2022/07/13/dona-do-google-reduzira-contratacoes-no-2o-semestre.ghtml
187;Aprenda como arquivar fotos no Instagram sem precisar apagá-las;Rede social permite que imagens sejam guardadas. O g1 também mostra meios para baixar conteúdo visual publicado e também salvar stories.;https://g1.globo.com/tecnologia/noticia/2022/07/13/aprenda-como-arquivar-fotos-no-instagram-sem-precisar-apaga-las.ghtml
188;TikTok anuncia novas ferramentas para personalizar visualização ;"Usuários vão poder selecionar vídeos com palavras ou hashtags que não querem ver nas páginas ""Para Você"" ou ""Seguindo"". Outra novidade é uma versão inicial de uma ferramenta que deve evitar que conteúdos com ""temas manifestadamente maduros"" cheguem a públicos menores de 18 anos.";https://g1.globo.com/tecnologia/noticia/2022/07/13/tiktok-anuncia-novas-ferramentas-para-personalizar-visualizacao.ghtml
189;Twitter processa Elon Musk por supostamente violar acordo de aquisição;Bilionário anunciou a rescisão do acordo na sexta-feira (8). Empresário diz que a rede social violou seus termos ao não responder a pedidos de informações sobre contas falsas ou spam. Twitter nega acusações.;https://g1.globo.com/tecnologia/noticia/2022/07/12/twitter-processa-elon-musk-por-supostamente-violar-acordo-de-aquisicao.ghtml
190;Os hackers misteriosos que dizem ter provocado incêndio em fábrica no Irã;Especialistas querem entender quem está por trás do Predatory Sparrow, grupo que diz ter iniciado incêndio em fábrica iraniana.;https://g1.globo.com/tecnologia/noticia/2022/07/12/os-hackers-misteriosos-que-dizem-ter-provocado-incendio-em-fabrica-no-ira.ghtml
191;Lobista irlandês Mark MacGann diz ser informante de reportagem sobre Uber;"MacGann disse ao jornal ""The Guardian"" que dirigiu os esforços de pressão da plataforma na Europa, África e Oriente Médio entre 2014 e 2016.";https://g1.globo.com/tecnologia/noticia/2022/07/11/lobista-irlandes-mark-macgann-diz-ser-informante-de-reportagem-sobre-uber.ghtml
192;Twitter diz que não violou acordo de fusão com Elon Musk;"Bilionário afirmou na sexta-feira (8) que desistiu de comprar a rede social porque houve uma violação de várias disposições do acordo; ações do Twitter começaram a semana em forte queda.";https://g1.globo.com/tecnologia/noticia/2022/07/11/twitter-diz-que-nao-violou-acordo-de-fusao-com-elon-musk.ghtml
193;Uber, uma história repleta de escândalos;Consórcio de jornalistas revela que Macron facilitou implantação de Uber na França. Não é a primeira vez que a empresa se envolve em polêmicas, com histórico de assédio, pirataria, espionagem industrial e disputas judiciais.;https://g1.globo.com/tecnologia/noticia/2022/07/11/uber-uma-historia-repleta-de-escandalos.ghtml
194;Após desistir de comprar o Twitter, Elon Musk posta meme para zombar de possível batalha judicial;"Publicação feita nesta segunda-feira (11) é a primeira resposta pública do magnata desde que foi divulgada a intenção de abandonar a oferta de compra; ações do Twitter começaram a semana em forte queda.";https://g1.globo.com/tecnologia/noticia/2022/07/11/apos-desistir-de-comprar-o-twitter-elon-musk-posta-meme-para-zombar-de-possivel-batalha-judicial.ghtml
195;Entenda como a Uber usou táticas questionáveis para expandir negócios, segundo investigação;Consórcio de Jornalistas aponta que a empresa se aproveitou de reação violenta do setor de táxi contra seus motoristas para obter apoio e escapar das autoridades reguladoras. Uber culpa ex-presidente, que nega acusações.;https://g1.globo.com/tecnologia/noticia/2022/07/11/entenda-como-a-uber-usou-taticas-questionaveis-para-expandir-negocios-segundo-investigacao.ghtml
196;Mark Zuckerberg anuncia novas reações no WhatsApp;Empresa irá incluir um teclado de emojis completo, com mais de 3.600 mil opções. Nova funcionalidade está sendo implementada e estará disponível para os usuários nas próximas semanas. ;https://g1.globo.com/tecnologia/noticia/2022/07/11/mark-zuckerberg-anuncia-novas-reacoes-no-whatsapp.ghtml
197;Ações do Twitter fecham em queda de 11,3%  após Musk desistir de comprar empresa;Bilionário desistiu da aquisição na sexta-feira, alegando que houve violação de várias disposições do acordo. Empresa perdeu US$ 3,2 bilhões em valor de mercado só nesta segunda-feira, de acordo com a Bloomberg.;https://g1.globo.com/economia/noticia/2022/07/11/acoes-do-twitter-tombam-apos-musk-desistir-de-comprar-empresa.ghtml
198;'Uber Files': Consórcio de jornalistas revela que Macron facilitou implantação de Uber na França;"Opositores consideram as revelações um ""escândalo de Estado"".";https://g1.globo.com/mundo/noticia/2022/07/11/uber-files-consorcio-de-jornalistas-revela-que-macron-facilitou-implantacao-de-uber-na-franca.ghtml
199;Por que a internet 5g é tão mais rápida? g1 explica;Nova geração da internet móvel pode permitir que quase tudo no cotidiano esteja conectado, mas, num país em que mais de 33 milhões de pessoas vivem off-line, não será tão fácil. Vídeo explica o que é a nova tecnologia, quais as possibilidades e as barreiras que ela enfrenta. ;https://g1.globo.com/g1-explica/noticia/2022/07/09/por-que-a-internet-5g-e-tao-mais-rapida-g1-explica.ghtml
200;Dá para usar WhatsApp durante voos no Brasil: veja como funciona;Gol, Latam e Azul disponibilizam serviços de troca de mensagens durante os voos – neles, é possível enviar textos, mas não fotos ou vídeos. ;https://g1.globo.com/turismo-e-viagem/noticia/2022/07/09/da-para-usar-whatsapp-durante-voos-no-brasil-veja-como-funciona.ghtml
201;Elon Musk e Twitter: a cronologia da negociação até a desistência da compra da rede social;Menos de três meses após anunciar acordo, bilionário comunicou seu recuo nesta sexta-feira (8), alegando que a plataforma descumpriu os termos. Twitter promete batalha judicial.;https://g1.globo.com/tecnologia/noticia/2022/07/09/elon-musk-e-twitter-a-cronologia-da-negociacao-ate-a-desistencia-da-compra-da-rede-social.ghtml
202;Elon Musk desiste de comprar Twitter, e rede social promete batalha judicial;Bilionário afirmou que houve violação de várias disposições do acordo e que a plataforma não forneceu dados suficientes sobre o número de contas falsas existentes. Empresa disse que empresa vai à Justiça para que o acordo seja cumprido.;https://g1.globo.com/tecnologia/noticia/2022/07/08/elon-musk-deixa-negociacao-de-compra-do-twitter.ghtml
203;Apple inicia pré-venda de notebook que pode custar até R$ 29 mil no Brasil;MacBook Air conta com o processador M2, que, segundo a empresa, é quase duas vezes mais rápido que chips mais poderosos da concorrência. ;https://g1.globo.com/tecnologia/noticia/2022/07/08/apple-inicia-pre-venda-de-notebook-que-pode-custar-ate-r-29-mil-no-brasil.ghtml
204;Pais denunciam TikTok na Justiça dos EUA por desafio que causou morte de meninas;Processo alega que algoritmo da rede social distribui conteúdo perigoso para crianças.;https://g1.globo.com/tecnologia/noticia/2022/07/08/pais-denunciam-tiktok-na-justica-dos-eua-por-desafio-que-causou-morte-de-meninas.ghtml
